step,train/loss,train/mean_iou,train/pixel_acc,val/mean_iou,val/pixel_acc
62,0.3516722023487091,0.4646417200565338,0.8863164186477661,0.462883859872818,0.8730671405792236
63,0.34262531995773315,0.475248783826828,0.8914462327957153,0.45007041096687317,0.8613006472587585
64,0.3468385934829712,0.47388598322868347,0.8900026082992554,0.45572155714035034,0.863339364528656
65,0.34637778997421265,0.4743216335773468,0.889779269695282,0.45112618803977966,0.8722898960113525
66,0.3459397554397583,0.4773625135421753,0.8888067603111267,0.4659215211868286,0.8723941445350647
67,0.3305201828479767,0.483115553855896,0.8931543231010437,0.46471652388572693,0.8716679811477661
68,0.31743353605270386,0.495876282453537,0.8978410363197327,0.4422694444656372,0.8546722531318665
69,0.3023282587528229,0.5114039182662964,0.9019743800163269,0.4622832238674164,0.8633567094802856
70,0.2994188666343689,0.515872061252594,0.9029444456100464,0.4801691472530365,0.8832659125328064
71,0.297049880027771,0.5207844972610474,0.9037870168685913,0.4413607716560364,0.8570923805236816
72,0.30299821496009827,0.5192452073097229,0.9019549489021301,0.4814336895942688,0.8676512241363525
73,0.2909930348396301,0.526490330696106,0.9044897556304932,0.4761890172958374,0.8685627579689026
74,0.28654953837394714,0.533734917640686,0.9070422053337097,0.48042309284210205,0.8761990666389465
75,0.2733836770057678,0.5477418303489685,0.9106666445732117,0.4931904077529907,0.868873119354248
76,0.26579686999320984,0.5453819036483765,0.9126786589622498,0.4833313226699829,0.8764219880104065
77,0.26458942890167236,0.5564326047897339,0.9132167100906372,0.5057592391967773,0.8839991688728333
78,0.2607443928718567,0.5646160840988159,0.9147536158561707,0.5047340393066406,0.8841898441314697
79,0.24580951035022736,0.5801149606704712,0.9188225269317627,0.502686619758606,0.8881630301475525
80,0.2450258582830429,0.5876957178115845,0.9193089604377747,0.521347165107727,0.88887619972229
81,0.2424176037311554,0.5903686881065369,0.9201431274414062,0.5182981491088867,0.8881586194038391
82,0.2366272509098053,0.6012589931488037,0.9224027991294861,0.5278538465499878,0.8899558782577515
83,0.23122483491897583,0.6030678749084473,0.9239827394485474,0.5228580236434937,0.8791922330856323
84,0.22506222128868103,0.6126169562339783,0.9259856939315796,0.5371993184089661,0.887607753276825
85,0.2235078364610672,0.6163550615310669,0.9266385436058044,0.5478525757789612,0.8834431171417236
86,0.22047759592533112,0.6171817779541016,0.9270426630973816,0.5472406148910522,0.8889100551605225
87,0.21136735379695892,0.6321532130241394,0.9298683404922485,0.5508409142494202,0.888238251209259
88,0.2129664421081543,0.6312013864517212,0.92960125207901,0.551673948764801,0.8921685814857483
89,0.2059715986251831,0.6425006985664368,0.9318651556968689,0.5345577597618103,0.8891563415527344
90,0.19727493822574615,0.647982656955719,0.9336869716644287,0.5437548160552979,0.8912643194198608
91,0.19174863398075104,0.6564708948135376,0.9356895089149475,0.5635628700256348,0.8981715440750122
92,0.19211888313293457,0.6600604057312012,0.9358917474746704,0.5482476353645325,0.8943948149681091
93,0.18186421692371368,0.6708288192749023,0.9384745359420776,0.5534504652023315,0.8942294120788574
94,0.17741946876049042,0.6801101565361023,0.9400772452354431,0.5441656708717346,0.8918975591659546
95,0.17494827508926392,0.6823533177375793,0.9409736394882202,0.5574929714202881,0.895014226436615
96,0.1742992103099823,0.6864977478981018,0.9414624571800232,0.5643918514251709,0.8956663608551025
97,0.17677296698093414,0.6841700077056885,0.9404454827308655,0.5509412288665771,0.8934780955314636
98,0.17305317521095276,0.6882270574569702,0.9412047863006592,0.5562407970428467,0.8966543674468994
99,0.17017848789691925,0.6961119174957275,0.9425683617591858,0.551342248916626,0.893200159072876
100,0.1608181893825531,0.7030606269836426,0.9454074501991272,0.5488875508308411,0.8938525319099426
101,0.1623709350824356,0.7051848769187927,0.9457431435585022,0.5506749749183655,0.8950216174125671
102,0.15804727375507355,0.712078332901001,0.9468384981155396,0.560420036315918,0.8968364596366882
103,0.15268397331237793,0.7187526226043701,0.9481362104415894,0.5584980249404907,0.8956302404403687
104,0.1552623212337494,0.7153656482696533,0.946984052658081,0.558976411819458,0.8947941064834595
105,0.14526626467704773,0.7265092134475708,0.9500485062599182,0.5528919100761414,0.8936883807182312
106,0.1455022096633911,0.7287119626998901,0.949910044670105,0.5582951903343201,0.8959101438522339
107,0.1436128467321396,0.7314792275428772,0.9509024620056152,0.559173047542572,0.895622193813324
108,0.14035391807556152,0.7352489233016968,0.9519619345664978,0.5589226484298706,0.8958896994590759
109,0.1385992467403412,0.7360966801643372,0.9523568749427795,0.5607998967170715,0.8961381316184998
110,0.14201970398426056,0.7352688908576965,0.9515327215194702,0.5583389401435852,0.8952429890632629
111,0.1424969732761383,0.7342770099639893,0.9509345293045044,0.5602047443389893,0.89483642578125
112,0.13670533895492554,0.7409751415252686,0.9529677629470825,0.5564404726028442,0.894910454750061
113,0.13658590614795685,0.7418814301490784,0.9529060125350952,0.558953583240509,0.8945252895355225
114,0.13718737661838531,0.7400150299072266,0.9530226588249207,0.5584821701049805,0.895050048828125
115,0.13456284999847412,0.7431892156600952,0.9535036087036133,0.5580568909645081,0.8949381709098816
116,0.13438379764556885,0.7438934445381165,0.9537104964256287,0.5565170049667358,0.8942688703536987
117,0.13509872555732727,0.7445802688598633,0.9533935785293579,0.5577373504638672,0.8944436311721802
118,0.1310453563928604,0.7491114139556885,0.9548479318618774,0.5557484030723572,0.8940044641494751
119,0.13315026462078094,0.7462887763977051,0.9540477395057678,0.5561360716819763,0.8939313888549805
