step,train/loss,train/mean_iou,train/pixel_acc,val/mean_iou,val/pixel_acc
64,0.7173218727111816,0.16276684403419495,0.7856168150901794,0.129211887717247,0.7518631815910339
65,0.7263094186782837,0.15964221954345703,0.7801240682601929,0.11995270848274231,0.7638511061668396
66,0.7179046869277954,0.1606302708387375,0.7844293713569641,0.1331283301115036,0.7827181816101074
67,0.6783684492111206,0.17273569107055664,0.794743001461029,0.13592596352100372,0.7767106294631958
68,0.6868651509284973,0.17773203551769257,0.7945429682731628,0.13499008119106293,0.7859314680099487
69,0.6619842648506165,0.17728017270565033,0.7985934615135193,0.1363905817270279,0.7825831770896912
70,0.6331497430801392,0.190105140209198,0.8081864714622498,0.14325864613056183,0.7955477237701416
71,0.6204440593719482,0.19993792474269867,0.812696635723114,0.14007019996643066,0.7916414141654968
72,0.608322024345398,0.20458129048347473,0.816841185092926,0.1475849449634552,0.8029875755310059
73,0.5939173102378845,0.2115885466337204,0.8228534460067749,0.13907933235168457,0.7832021713256836
74,0.5948633551597595,0.2069593071937561,0.8198140263557434,0.13378401100635529,0.7870626449584961
75,0.5997241735458374,0.20725010335445404,0.8209145665168762,0.13643606007099152,0.7821018695831299
76,0.5688573718070984,0.22252508997917175,0.8295043706893921,0.1431720107793808,0.7582234144210815
77,0.5692497491836548,0.22305122017860413,0.8280045390129089,0.1420149952173233,0.7986855506896973
78,0.524384617805481,0.2362680286169052,0.8416093587875366,0.15488362312316895,0.8072219491004944
79,0.5159478783607483,0.24578452110290527,0.8466044068336487,0.15495601296424866,0.8070763349533081
80,0.5022779107093811,0.25351178646087646,0.850544810295105,0.1517520248889923,0.7965841293334961
81,0.493306964635849,0.25306758284568787,0.8521811366081238,0.1491922289133072,0.7967100143432617
82,0.47653743624687195,0.2625621557235718,0.8583642244338989,0.16538956761360168,0.8173735737800598
83,0.4449405074119568,0.27797943353652954,0.8683246374130249,0.15951229631900787,0.8045468330383301
84,0.44708359241485596,0.2765614092350006,0.8666576743125916,0.16476164758205414,0.8195065259933472
85,0.43895554542541504,0.2895508110523224,0.870187520980835,0.1541191190481186,0.7942035794258118
86,0.42252081632614136,0.2945793569087982,0.8733309507369995,0.16758376359939575,0.8160783052444458
87,0.41290849447250366,0.29801568388938904,0.8763325810432434,0.16598036885261536,0.8259803056716919
88,0.4054080843925476,0.30572575330734253,0.8795793056488037,0.16745735704898834,0.8226009607315063
89,0.3906474709510803,0.31439775228500366,0.8842303156852722,0.1674647033214569,0.8188816905021667
90,0.3844822347164154,0.3197402060031891,0.8864129185676575,0.16452200710773468,0.8108065128326416
91,0.3722028434276581,0.3260490894317627,0.8894165754318237,0.16321130096912384,0.8147228956222534
92,0.37133854627609253,0.33079132437705994,0.8904996514320374,0.16600842773914337,0.8177874684333801
93,0.3689756393432617,0.3314838111400604,0.8911808133125305,0.16691875457763672,0.8180886507034302
94,0.3441318869590759,0.34683650732040405,0.8986847400665283,0.16987262666225433,0.8207493424415588
95,0.3474937379360199,0.34985825419425964,0.8973419070243835,0.17661726474761963,0.8188577890396118
96,0.33193686604499817,0.3582538962364197,0.9024451971054077,0.17814116179943085,0.8320624232292175
97,0.3302030563354492,0.3596107065677643,0.9023552536964417,0.17308542132377625,0.8279856443405151
98,0.3292265832424164,0.36619582772254944,0.9041193723678589,0.17602023482322693,0.8213841915130615
99,0.3131486773490906,0.3719072937965393,0.9072735905647278,0.17527985572814941,0.8234233856201172
100,0.3161722421646118,0.3687659204006195,0.9063994288444519,0.17379578948020935,0.819703221321106
101,0.306170254945755,0.3757588565349579,0.909677267074585,0.17164845764636993,0.8214417099952698
102,0.31173214316368103,0.37592074275016785,0.9082068800926208,0.1762571781873703,0.8222619295120239
103,0.30029207468032837,0.3815682828426361,0.9109666347503662,0.17657899856567383,0.8250256776809692
104,0.28909289836883545,0.3893657326698303,0.9135597348213196,0.17643137276172638,0.8234169483184814
105,0.29379215836524963,0.3869836926460266,0.9134687781333923,0.17442500591278076,0.8227566480636597
106,0.2876703143119812,0.3938986659049988,0.9148414134979248,0.17767730355262756,0.8260229229927063
107,0.2850087285041809,0.39429494738578796,0.9151467084884644,0.17876486480236053,0.8265451788902283
108,0.286685585975647,0.3951931893825531,0.9148277640342712,0.17526806890964508,0.8244578838348389
109,0.2845819294452667,0.39363598823547363,0.9153410196304321,0.17518790066242218,0.8238623738288879
110,0.2930775582790375,0.3940940499305725,0.9146236181259155,0.17374804615974426,0.8214837312698364
111,0.2805490791797638,0.40089574456214905,0.9172836542129517,0.17450009286403656,0.8231022953987122
112,0.31005871295928955,0.3901897668838501,0.9112786650657654,0.17597681283950806,0.8217177987098694
113,0.28238824009895325,0.39989379048347473,0.9163473844528198,0.17638292908668518,0.8235144019126892
114,0.27870407700538635,0.40054750442504883,0.9180792570114136,0.17603757977485657,0.8233688473701477
115,0.27689048647880554,0.40454694628715515,0.918506920337677,0.17495177686214447,0.8223240971565247
116,0.2777247130870819,0.40258777141571045,0.9178727269172668,0.17492157220840454,0.8222790360450745
117,0.2821425497531891,0.40065833926200867,0.9174283146858215,0.17389647662639618,0.8207760453224182
118,0.2743668854236603,0.4045902490615845,0.9186519384384155,0.17469485104084015,0.8218235969543457
119,0.2789269983768463,0.3996835947036743,0.9174182415008545,0.17451658844947815,0.8221079707145691
